Service Item Type ID,StagingRef__c,Name,ServiceCompanyStagingRef__c,ServiceItemFamilyStagingRef__c,DivisionStagingRef__c,DeviceSizeStagingRef__c,BandTypeStagingRef__c,GroupTypeStagingRef__c,Apt_UK__BillDescription__c,Apt_UK__StartDate__c,Apt_UK__EndDate__c,Apt_UK__EligibleforanAgreedRate__c,Apt_UK__AvailableToSelectInWizard__c,ChargeType__c,NumberOfOccupants__c,ServiceItemTypeCategory__c,SurfaceWaterDrainage__c,AssessedCharge__c
SI0840,SI0840,IOS HH Legacy Unm Sew WaterCare NSW - Multi Occ Band 5 - Dual,SWW,SIF164,IS01,,,,WaterCare Sewerage-Multi Occ NSW Band 5,2020/04/01,2025/10/01,No,0,,,,,
SI0841,SI0841,IOS HH Legacy Unm Sew WaterCare NSW - 1 Occ Band 1 - Single,SWW,SIF165,IS01,,,,WaterCare Sewerage-One Person NSW Band 1,2020/04/01,2025/10/01,No,0,,,,,
SI0842,SI0842,IOS HH Legacy Unm Sew WaterCare NSW - 1 Occ Band 2 - Single,SWW,SIF165,IS01,,,,WaterCare Sewerage-One Person NSW Band 2,2020/04/01,2025/10/01,No,0,,,,,
SI0843,SI0843,IOS HH Legacy Unm Sew WaterCare NSW - 1 Occ Band 3 - Single,SWW,SIF165,IS01,,,,WaterCare Sewerage-One Person NSW Band 3,2020/04/01,2025/10/01,No,0,,,,,
SI0844,SI0844,IOS HH Legacy Unm Sew WaterCare NSW - 1 Occ Band 4 - Single,SWW,SIF165,IS01,,,,WaterCare Sewerage-One Person NSW Band 4,2020/04/01,2025/10/01,No,0,,,,,
SI0845,SI0845,IOS HH Legacy Unm Sew WaterCare NSW - 1 Occ Band 5 - Single,SWW,SIF165,IS01,,,,WaterCare Sewerage-One Person NSW Band 5,2020/04/01,2025/10/01,No,0,,,,,
SI0846,SI0846,IOS HH Legacy Unm Sew WaterCare NSW - 2 Occ Band 1 - Single,SWW,SIF165,IS01,,,,WaterCare Sewerage-Two Person NSW Band 1,2020/04/01,2025/10/01,No,0,,,,,
SI0847,SI0847,IOS HH Legacy Unm Sew WaterCare NSW - 2 Occ Band 2 - Single,SWW,SIF165,IS01,,,,WaterCare Sewerage-Two Person NSW Band 2,2020/04/01,2025/10/01,No,0,,,,,
SI0848,SI0848,IOS HH Legacy Unm Sew WaterCare NSW - 2 Occ Band 3 - Single,SWW,SIF165,IS01,,,,WaterCare Sewerage-Two Person NSW Band 3,2020/04/01,2025/10/01,No,0,,,,,
SI0849,SI0849,IOS HH Legacy Unm Sew WaterCare NSW - 2 Occ Band 4 - Single,SWW,SIF165,IS01,,,,WaterCare Sewerage-Two Person NSW Band 4,2020/04/01,2025/10/01,No,0,,,,,
SI0850,SI0850,IOS HH Legacy Unm Sew WaterCare NSW - 2 Occ Band 5 - Single,SWW,SIF165,IS01,,,,WaterCare Sewerage-Two Person NSW Band 5,2020/04/01,2025/10/01,No,0,,,,,
SI0851,SI0851,IOS HH Legacy Unm Sew WaterCare NSW - Multi Occ Band 1 - Single,SWW,SIF165,IS01,,,,WaterCare Sewerage-Multi Occ NSW Band 1,2020/04/01,2025/10/01,No,0,,,,,
SI0852,SI0852,IOS HH Legacy Unm Sew WaterCare NSW - Multi Occ Band 2 - Single,SWW,SIF165,IS01,,,,WaterCare Sewerage-Multi Occ NSW Band 2,2020/04/01,2025/10/01,No,0,,,,,
SI0853,SI0853,IOS HH Legacy Unm Sew WaterCare NSW - Multi Occ Band 3 - Single,SWW,SIF165,IS01,,,,WaterCare Sewerage-Multi Occ NSW Band 3,2020/04/01,2025/10/01,No,0,,,,,
SI0854,SI0854,IOS HH Legacy Unm Sew WaterCare NSW - Multi Occ Band 4 - Single,SWW,SIF165,IS01,,,,WaterCare Sewerage-Multi Occ NSW Band 4,2020/04/01,2025/10/01,No,0,,,,,
SI0855,SI0855,IOS HH Legacy Unm Sew WaterCare NSW - Multi Occ Band 5 - Single,SWW,SIF165,IS01,,,,WaterCare Sewerage-Multi Occ NSW Band 5,2020/04/01,2025/10/01,No,0,,,,,
SI0856,SI0856,IOS HH Legacy Unm Sew WaterCare SWD - 1 Occ Band 1 - Dual,SWW,SIF166,IS01,,,,WaterCare Sewerage-One Person SWD Band 1,2020/04/01,2025/10/01,No,0,,,,,
SI0857,SI0857,IOS HH Legacy Unm Sew WaterCare SWD - 1 Occ Band 2 - Dual,SWW,SIF166,IS01,,,,WaterCare Sewerage-One Person SWD Band 2,2020/04/01,2025/10/01,No,0,,,,,
SI0858,SI0858,IOS HH Legacy Unm Sew WaterCare SWD - 1 Occ Band 3 - Dual,SWW,SIF166,IS01,,,,WaterCare Sewerage-One Person SWD Band 3,2020/04/01,2025/10/01,No,0,,,,,
SI0859,SI0859,IOS HH Legacy Unm Sew WaterCare SWD - 1 Occ Band 4 - Dual,SWW,SIF166,IS01,,,,WaterCare Sewerage-One Person SWD Band 4,2020/04/01,2025/10/01,No,0,,,,,
SI0860,SI0860,IOS HH Legacy Unm Sew WaterCare SWD - 1 Occ Band 5 - Dual,SWW,SIF166,IS01,,,,WaterCare Sewerage-One Person SWD Band 5,2020/04/01,2025/10/01,No,0,,,,,
SI0861,SI0861,IOS HH Legacy Unm Sew WaterCare SWD - 2 Occ Band 1 - Dual,SWW,SIF166,IS01,,,,WaterCare Sewerage-Two Person SWD Band 1,2020/04/01,2025/10/01,No,0,,,,,
SI0862,SI0862,IOS HH Legacy Unm Sew WaterCare SWD - 2 Occ Band 2 - Dual,SWW,SIF166,IS01,,,,WaterCare Sewerage-Two Person SWD Band 2,2020/04/01,2025/10/01,No,0,,,,,
SI0863,SI0863,IOS HH Legacy Unm Sew WaterCare SWD - 2 Occ Band 3 - Dual,SWW,SIF166,IS01,,,,WaterCare Sewerage-Two Person SWD Band 3,2020/04/01,2025/10/01,No,0,,,,,
SI0864,SI0864,IOS HH Legacy Unm Sew WaterCare SWD - 2 Occ Band 4 - Dual,SWW,SIF166,IS01,,,,WaterCare Sewerage-Two Person SWD Band 4,2020/04/01,2025/10/01,No,0,,,,,
SI0865,SI0865,IOS HH Legacy Unm Sew WaterCare SWD - 2 Occ Band 5 - Dual,SWW,SIF166,IS01,,,,WaterCare Sewerage-Two Person SWD Band 5,2020/04/01,2025/10/01,No,0,,,,,
SI0866,SI0866,IOS HH Legacy Unm Sew WaterCare SWD - Multi Occ Band 1 - Dual,SWW,SIF166,IS01,,,,WaterCare Sewerage-Multi Occ SWD Band 1,2020/04/01,2025/10/01,No,0,,,,,
SI0867,SI0867,IOS HH Legacy Unm Sew WaterCare SWD - Multi Occ Band 2 - Dual,SWW,SIF166,IS01,,,,WaterCare Sewerage-Multi Occ SWD Band 2,2020/04/01,2025/10/01,No,0,,,,,
SI0868,SI0868,IOS HH Legacy Unm Sew WaterCare SWD - Multi Occ Band 3 - Dual,SWW,SIF166,IS01,,,,WaterCare Sewerage-Multi Occ SWD Band 3,2020/04/01,2025/10/01,No,0,,,,,
SI0869,SI0869,IOS HH Legacy Unm Sew WaterCare SWD - Multi Occ Band 4 - Dual,SWW,SIF166,IS01,,,,WaterCare Sewerage-Multi Occ SWD Band 4,2020/04/01,2025/10/01,No,0,,,,,
SI0870,SI0870,IOS HH Legacy Unm Sew WaterCare SWD - Multi Occ Band 5 - Dual,SWW,SIF166,IS01,,,,WaterCare Sewerage-Multi Occ SWD Band 5,2020/04/01,2025/10/01,No,0,,,,,
SI0871,SI0871,IOS HH Legacy Unm Sew WaterCare SWD - 1 Occ Band 1 - Single,SWW,SIF167,IS01,,,,WaterCare Sewerage-One Person SWD Band 1,2020/04/01,2025/10/01,No,0,,,,,
SI0872,SI0872,IOS HH Legacy Unm Sew WaterCare SWD - 1 Occ Band 2 - Single,SWW,SIF167,IS01,,,,WaterCare Sewerage-One Person SWD Band 2,2020/04/01,2025/10/01,No,0,,,,,
SI0873,SI0873,IOS HH Legacy Unm Sew WaterCare SWD - 1 Occ Band 3 - Single,SWW,SIF167,IS01,,,,WaterCare Sewerage-One Person SWD Band 3,2020/04/01,2025/10/01,No,0,,,,,
SI0874,SI0874,IOS HH Legacy Unm Sew WaterCare SWD - 1 Occ Band 4 - Single,SWW,SIF167,IS01,,,,WaterCare Sewerage-One Person SWD Band 4,2020/04/01,2025/10/01,No,0,,,,,
SI0875,SI0875,IOS HH Legacy Unm Sew WaterCare SWD - 1 Occ Band 5 - Single,SWW,SIF167,IS01,,,,WaterCare Sewerage-One Person SWD Band 5,2020/04/01,2025/10/01,No,0,,,,,
SI0876,SI0876,IOS HH Legacy Unm Sew WaterCare SWD - 2 Occ Band 1 - Single,SWW,SIF167,IS01,,,,WaterCare Sewerage-Two Person SWD Band 1,2020/04/01,2025/10/01,No,0,,,,,
SI0877,SI0877,IOS HH Legacy Unm Sew WaterCare SWD - 2 Occ Band 2 - Single,SWW,SIF167,IS01,,,,WaterCare Sewerage-Two Person SWD Band 2,2020/04/01,2025/10/01,No,0,,,,,
SI0878,SI0878,IOS HH Legacy Unm Sew WaterCare SWD - 2 Occ Band 3 - Single,SWW,SIF167,IS01,,,,WaterCare Sewerage-Two Person SWD Band 3,2020/04/01,2025/10/01,No,0,,,,,
SI0879,SI0879,IOS HH Legacy Unm Sew WaterCare SWD - 2 Occ Band 4 - Single,SWW,SIF167,IS01,,,,WaterCare Sewerage-Two Person SWD Band 4,2020/04/01,2025/10/01,No,0,,,,,
SI0880,SI0880,IOS HH Legacy Unm Sew WaterCare SWD - 2 Occ Band 5 - Single,SWW,SIF167,IS01,,,,WaterCare Sewerage-Two Person SWD Band 5,2020/04/01,2025/10/01,No,0,,,,,
SI0881,SI0881,IOS HH Legacy Unm Sew WaterCare SWD - Multi Occ Band 1 - Single,SWW,SIF167,IS01,,,,WaterCare Sewerage-Multi Occ SWD Band 1,2020/04/01,2025/10/01,No,0,,,,,
SI0882,SI0882,IOS HH Legacy Unm Sew WaterCare SWD - Multi Occ Band 2 - Single,SWW,SIF167,IS01,,,,WaterCare Sewerage-Multi Occ SWD Band 2,2020/04/01,2025/10/01,No,0,,,,,
SI0883,SI0883,IOS HH Legacy Unm Sew WaterCare SWD - Multi Occ Band 3 - Single,SWW,SIF167,IS01,,,,WaterCare Sewerage-Multi Occ SWD Band 3,2020/04/01,2025/10/01,No,0,,,,,
SI0884,SI0884,IOS HH Legacy Unm Sew WaterCare SWD - Multi Occ Band 4 - Single,SWW,SIF167,IS01,,,,WaterCare Sewerage-Multi Occ SWD Band 4,2020/04/01,2025/10/01,No,0,,,,,
SI0885,SI0885,IOS HH Legacy Unm Sew WaterCare SWD - Multi Occ Band 5 - Single,SWW,SIF167,IS01,,,,WaterCare Sewerage-Multi Occ SWD Band 5,2020/04/01,2025/10/01,No,0,,,,,
SI0886,SI0886,IOS HH Legacy Unm Wat WaterCare - 1 Occ Band 1 - Dual,SWW,SIF168,IS01,,,,WaterCare Water - One person Band 1,2020/04/01,2025/10/01,No,0,,,,,
SI0887,SI0887,IOS HH Legacy Unm Wat WaterCare - 1 Occ Band 2 - Dual,SWW,SIF168,IS01,,,,WaterCare Water - One person Band 2,2020/04/01,2025/10/01,No,0,,,,,
SI0888,SI0888,IOS HH Legacy Unm Wat WaterCare - 1 Occ Band 3 - Dual,SWW,SIF168,IS01,,,,WaterCare Water - One person Band 3,2020/04/01,2025/10/01,No,0,,,,,
SI0889,SI0889,IOS HH Legacy Unm Wat WaterCare - 1 Occ Band 4 - Dual,SWW,SIF168,IS01,,,,WaterCare Water - One person Band 4,2020/04/01,2025/10/01,No,0,,,,,
SI0890,SI0890,IOS HH Legacy Unm Wat WaterCare - 1 Occ Band 5 - Dual,SWW,SIF168,IS01,,,,WaterCare Water - One person Band 5,2020/04/01,2025/10/01,No,0,,,,,
SI0891,SI0891,IOS HH Legacy Unm Wat WaterCare - 2 Occ Band 1 - Dual,SWW,SIF168,IS01,,,,WaterCare Water - Two Person Band 1,2020/04/01,2025/10/01,No,0,,,,,
SI0892,SI0892,IOS HH Legacy Unm Wat WaterCare - 2 Occ Band 2 - Dual,SWW,SIF168,IS01,,,,WaterCare Water - Two Person Band 2,2020/04/01,2025/10/01,No,0,,,,,
SI0893,SI0893,IOS HH Legacy Unm Wat WaterCare - 2 Occ Band 3 - Dual,SWW,SIF168,IS01,,,,WaterCare Water - Two Person Band 3,2020/04/01,2025/10/01,No,0,,,,,
SI0894,SI0894,IOS HH Legacy Unm Wat WaterCare - 2 Occ Band 4 - Dual,SWW,SIF168,IS01,,,,WaterCare Water - Two Person Band 4,2020/04/01,2025/10/01,No,0,,,,,
SI0895,SI0895,IOS HH Legacy Unm Wat WaterCare - 2 Occ Band 5 - Dual,SWW,SIF168,IS01,,,,WaterCare Water - Two Person Band 5,2020/04/01,2025/10/01,No,0,,,,,
SI0896,SI0896,IOS HH Legacy Unm Wat WaterCare - Multi Occ Band 1 - Dual,SWW,SIF168,IS01,,,,WaterCare Water - Multi Occ Band 1,2020/04/01,2025/10/01,No,0,,,,,
SI0897,SI0897,IOS HH Legacy Unm Wat WaterCare - Multi Occ Band 2 - Dual,SWW,SIF168,IS01,,,,WaterCare Water - Multi Occ Band 2,2020/04/01,2025/10/01,No,0,,,,,
SI0898,SI0898,IOS HH Legacy Unm Wat WaterCare - Multi Occ Band 3 - Dual,SWW,SIF168,IS01,,,,WaterCare Water - Multi Occ Band 3,2020/04/01,2025/10/01,No,0,,,,,
SI0899,SI0899,IOS HH Legacy Unm Wat WaterCare - Multi Occ Band 4 - Dual,SWW,SIF168,IS01,,,,WaterCare Water - Multi Occ Band 4,2020/04/01,2025/10/01,No,0,,,,,
SI0900,SI0900,IOS HH Legacy Unm Wat WaterCare - Multi Occ Band 5 - Dual,SWW,SIF168,IS01,,,,WaterCare Water - Multi Occ Band 5,2020/04/01,2025/10/01,No,0,,,,,
SI0901,SI0901,IOS HH Legacy Unm Wat WaterCare - 1 Occ Band 1 - Single,SWW,SIF169,IS01,,,,WaterCare Water - One person Band 1,2020/04/01,2025/10/01,No,0,,,,,
SI0902,SI0902,IOS HH Legacy Unm Wat WaterCare - 1 Occ Band 2 - Single,SWW,SIF169,IS01,,,,WaterCare Water - One person Band 2,2020/04/01,2025/10/01,No,0,,,,,
SI0903,SI0903,IOS HH Legacy Unm Wat WaterCare - 1 Occ Band 3 - Single,SWW,SIF169,IS01,,,,WaterCare Water - One person Band 3,2020/04/01,2025/10/01,No,0,,,,,
SI0904,SI0904,IOS HH Legacy Unm Wat WaterCare - 1 Occ Band 4 - Single,SWW,SIF169,IS01,,,,WaterCare Water - One person Band 4,2020/04/01,2025/10/01,No,0,,,,,
SI0905,SI0905,IOS HH Legacy Unm Wat WaterCare - 1 Occ Band 5 - Single,SWW,SIF169,IS01,,,,WaterCare Water - One person Band 5,2020/04/01,2025/10/01,No,0,,,,,
SI0906,SI0906,IOS HH Legacy Unm Wat WaterCare - 2 Occ Band 1 - Single,SWW,SIF169,IS01,,,,WaterCare Water - Two Person Band 1,2020/04/01,2025/10/01,No,0,,,,,
SI0907,SI0907,IOS HH Legacy Unm Wat WaterCare - 2 Occ Band 2 - Single,SWW,SIF169,IS01,,,,WaterCare Water - Two Person Band 2,2020/04/01,2025/10/01,No,0,,,,,
SI0908,SI0908,IOS HH Legacy Unm Wat WaterCare - 2 Occ Band 3 - Single,SWW,SIF169,IS01,,,,WaterCare Water - Two Person Band 3,2020/04/01,2025/10/01,No,0,,,,,
SI0909,SI0909,IOS HH Legacy Unm Wat WaterCare - 2 Occ Band 4 - Single,SWW,SIF169,IS01,,,,WaterCare Water - Two Person Band 4,2020/04/01,2025/10/01,No,0,,,,,
SI0910,SI0910,IOS HH Legacy Unm Wat WaterCare - 2 Occ Band 5 - Single,SWW,SIF169,IS01,,,,WaterCare Water - Two Person Band 5,2020/04/01,2025/10/01,No,0,,,,,
SI0911,SI0911,IOS HH Legacy Unm Wat WaterCare - Multi Occ Band 1 - Single,SWW,SIF169,IS01,,,,WaterCare Water - Multi Occ Band 1,2020/04/01,2025/10/01,No,0,,,,,
SI0912,SI0912,IOS HH Legacy Unm Wat WaterCare - Multi Occ Band 2 - Single,SWW,SIF169,IS01,,,,WaterCare Water - Multi Occ Band 2,2020/04/01,2025/10/01,No,0,,,,,
SI0913,SI0913,IOS HH Legacy Unm Wat WaterCare - Multi Occ Band 3 - Single,SWW,SIF169,IS01,,,,WaterCare Water - Multi Occ Band 3,2020/04/01,2025/10/01,No,0,,,,,
SI0914,SI0914,IOS HH Legacy Unm Wat WaterCare - Multi Occ Band 4 - Single,SWW,SIF169,IS01,,,,WaterCare Water - Multi Occ Band 4,2020/04/01,2025/10/01,No,0,,,,,
SI0915,SI0915,IOS HH Legacy Unm Wat WaterCare - Multi Occ Band 5 - Single,SWW,SIF169,IS01,,,,WaterCare Water - Multi Occ Band 5,2020/04/01,2025/10/01,No,0,,,,,
SI0916,SI0916,IOS HH Legacy Meas Sew WaterCare RTS NSW - Band 1,SWW,SIF157,IS01,,,,95%,2020/04/01,2025/10/01,No,0,,,,,
SI0917,SI0917,IOS HH Legacy Meas Sew WaterCare RTS NSW - Band 2,SWW,SIF157,IS01,,,,95%,2020/04/01,2025/10/01,No,0,,,,,
SI0918,SI0918,IOS HH Legacy Meas Sew WaterCare RTS NSW - Band 3,SWW,SIF157,IS01,,,,95%,2020/04/01,2025/10/01,No,0,,,,,
SI0919,SI0919,IOS HH Legacy Meas Sew WaterCare RTS NSW - Band 4,SWW,SIF157,IS01,,,,95%,2020/04/01,2025/10/01,No,0,,,,,
SI0920,SI0920,IOS HH Legacy Meas Sew WaterCare RTS NSW - Band 5,SWW,SIF157,IS01,,,,95%,2020/04/01,2025/10/01,No,0,,,,,
SI0921,SI0921,IOS HH Legacy Meas Sew WaterCare RTS SWD - Band 1,SWW,SIF158,IS01,,,,95%,2020/04/01,2025/10/01,No,0,,,,,
SI0922,SI0922,IOS HH Legacy Meas Sew WaterCare RTS SWD - Band 2,SWW,SIF158,IS01,,,,95%,2020/04/01,2025/10/01,No,0,,,,,
SI0923,SI0923,IOS HH Legacy Meas Sew WaterCare RTS SWD - Band 3,SWW,SIF158,IS01,,,,95%,2020/04/01,2025/10/01,No,0,,,,,
SI0924,SI0924,IOS HH Legacy Meas Sew WaterCare RTS SWD - Band 4,SWW,SIF158,IS01,,,,95%,2020/04/01,2025/10/01,No,0,,,,,
SI0925,SI0925,IOS HH Legacy Meas Sew WaterCare RTS SWD - Band 5,SWW,SIF158,IS01,,,,95%,2020/04/01,2025/10/01,No,0,,,,,
SI0926,SI0926,SWW HH Legacy Meas Sew RTS NSW - 00%,SWW,SIF018,SW01,,,,00%,2017/04/01,2025/10/01,No,0,,,,,
SI0927,SI0927,SWW HH Legacy Meas Sew RTS NSW - 01%,SWW,SIF018,SW01,,,,01%,2017/04/01,2025/10/01,No,0,,,,,
SI0928,SI0928,SWW HH Legacy Meas Sew RTS NSW - 02%,SWW,SIF018,SW01,,,,02%,2017/04/01,2025/10/01,No,0,,,,,
SI0929,SI0929,SWW HH Legacy Meas Sew RTS NSW - 03%,SWW,SIF018,SW01,,,,03%,2017/04/01,2025/10/01,No,0,,,,,
SI0930,SI0930,SWW HH Legacy Meas Sew RTS NSW - 04%,SWW,SIF018,SW01,,,,04%,2017/04/01,2025/10/01,No,0,,,,,
SI0931,SI0931,SWW HH Legacy Meas Sew RTS NSW - 05%,SWW,SIF018,SW01,,,,05%,2017/04/01,2025/10/01,No,0,,,,,
SI0932,SI0932,SWW HH Legacy Meas Sew RTS NSW - 06%,SWW,SIF018,SW01,,,,06%,2017/04/01,2025/10/01,No,0,,,,,
SI0933,SI0933,SWW HH Legacy Meas Sew RTS NSW - 07%,SWW,SIF018,SW01,,,,07%,2017/04/01,2025/10/01,No,0,,,,,
SI0934,SI0934,SWW HH Legacy Meas Sew RTS NSW - 08%,SWW,SIF018,SW01,,,,08%,2017/04/01,2025/10/01,No,0,,,,,
SI0935,SI0935,SWW HH Legacy Meas Sew RTS NSW - 09%,SWW,SIF018,SW01,,,,09%,2017/04/01,2025/10/01,No,0,,,,,
SI0936,SI0936,SWW HH Legacy Meas Sew RTS NSW - 10%,SWW,SIF018,SW01,,,,10%,2017/04/01,2025/10/01,No,0,,,,,
SI0937,SI0937,SWW HH Legacy Meas Sew RTS NSW - 11%,SWW,SIF018,SW01,,,,11%,2017/04/01,2025/10/01,No,0,,,,,
SI0938,SI0938,SWW HH Legacy Meas Sew RTS NSW - 12%,SWW,SIF018,SW01,,,,12%,2017/04/01,2025/10/01,No,0,,,,,
SI0939,SI0939,SWW HH Legacy Meas Sew RTS NSW - 13%,SWW,SIF018,SW01,,,,13%,2017/04/01,2025/10/01,No,0,,,,,
SI0940,SI0940,SWW HH Legacy Meas Sew RTS NSW - 14%,SWW,SIF018,SW01,,,,14%,2017/04/01,2025/10/01,No,0,,,,,
SI0941,SI0941,SWW HH Legacy Meas Sew RTS NSW - 15%,SWW,SIF018,SW01,,,,15%,2017/04/01,2025/10/01,No,0,,,,,
SI0942,SI0942,SWW HH Legacy Meas Sew RTS NSW - 16%,SWW,SIF018,SW01,,,,16%,2017/04/01,2025/10/01,No,0,,,,,
SI0943,SI0943,SWW HH Legacy Meas Sew RTS NSW - 17%,SWW,SIF018,SW01,,,,17%,2017/04/01,2025/10/01,No,0,,,,,
SI0944,SI0944,SWW HH Legacy Meas Sew RTS NSW - 18%,SWW,SIF018,SW01,,,,18%,2017/04/01,2025/10/01,No,0,,,,,
SI0945,SI0945,SWW HH Legacy Meas Sew RTS NSW - 19%,SWW,SIF018,SW01,,,,19%,2017/04/01,2025/10/01,No,0,,,,,
SI0946,SI0946,SWW HH Legacy Meas Sew RTS NSW - 20%,SWW,SIF018,SW01,,,,20%,2017/04/01,2025/10/01,No,0,,,,,
SI0947,SI0947,SWW HH Legacy Meas Sew RTS NSW - 21%,SWW,SIF018,SW01,,,,21%,2017/04/01,2025/10/01,No,0,,,,,
SI0948,SI0948,SWW HH Legacy Meas Sew RTS NSW - 22%,SWW,SIF018,SW01,,,,22%,2017/04/01,2025/10/01,No,0,,,,,
SI0949,SI0949,SWW HH Legacy Meas Sew RTS NSW - 23%,SWW,SIF018,SW01,,,,23%,2017/04/01,2025/10/01,No,0,,,,,
SI0950,SI0950,SWW HH Legacy Meas Sew RTS NSW - 24%,SWW,SIF018,SW01,,,,24%,2017/04/01,2025/10/01,No,0,,,,,
SI0951,SI0951,SWW HH Legacy Meas Sew RTS NSW - 25%,SWW,SIF018,SW01,,,,25%,2017/04/01,2025/10/01,No,0,,,,,
SI0952,SI0952,SWW HH Legacy Meas Sew RTS NSW - 26%,SWW,SIF018,SW01,,,,26%,2017/04/01,2025/10/01,No,0,,,,,
SI0953,SI0953,SWW HH Legacy Meas Sew RTS NSW - 27%,SWW,SIF018,SW01,,,,27%,2017/04/01,2025/10/01,No,0,,,,,
SI0954,SI0954,SWW HH Legacy Meas Sew RTS NSW - 28%,SWW,SIF018,SW01,,,,28%,2017/04/01,2025/10/01,No,0,,,,,
SI0955,SI0955,SWW HH Legacy Meas Sew RTS NSW - 29%,SWW,SIF018,SW01,,,,29%,2017/04/01,2025/10/01,No,0,,,,,
SI0956,SI0956,SWW HH Legacy Meas Sew RTS NSW - 30%,SWW,SIF018,SW01,,,,30%,2017/04/01,2025/10/01,No,0,,,,,
SI0957,SI0957,SWW HH Legacy Meas Sew RTS NSW - 31%,SWW,SIF018,SW01,,,,31%,2017/04/01,2025/10/01,No,0,,,,,
SI0958,SI0958,SWW HH Legacy Meas Sew RTS NSW - 32%,SWW,SIF018,SW01,,,,32%,2017/04/01,2025/10/01,No,0,,,,,
SI0959,SI0959,SWW HH Legacy Meas Sew RTS NSW - 33%,SWW,SIF018,SW01,,,,33%,2017/04/01,2025/10/01,No,0,,,,,
SI0960,SI0960,SWW HH Legacy Meas Sew RTS NSW - 34%,SWW,SIF018,SW01,,,,34%,2017/04/01,2025/10/01,No,0,,,,,
SI0961,SI0961,SWW HH Legacy Meas Sew RTS NSW - 35%,SWW,SIF018,SW01,,,,35%,2017/04/01,2025/10/01,No,0,,,,,
SI0962,SI0962,SWW HH Legacy Meas Sew RTS NSW - 36%,SWW,SIF018,SW01,,,,36%,2017/04/01,2025/10/01,No,0,,,,,
SI0963,SI0963,SWW HH Legacy Meas Sew RTS NSW - 37%,SWW,SIF018,SW01,,,,37%,2017/04/01,2025/10/01,No,0,,,,,
SI0964,SI0964,SWW HH Legacy Meas Sew RTS NSW - 38%,SWW,SIF018,SW01,,,,38%,2017/04/01,2025/10/01,No,0,,,,,
SI0965,SI0965,SWW HH Legacy Meas Sew RTS NSW - 39%,SWW,SIF018,SW01,,,,39%,2017/04/01,2025/10/01,No,0,,,,,
SI0966,SI0966,SWW HH Legacy Meas Sew RTS NSW - 40%,SWW,SIF018,SW01,,,,40%,2017/04/01,2025/10/01,No,0,,,,,
SI0967,SI0967,SWW HH Legacy Meas Sew RTS NSW - 41%,SWW,SIF018,SW01,,,,41%,2017/04/01,2025/10/01,No,0,,,,,
SI0968,SI0968,SWW HH Legacy Meas Sew RTS NSW - 42%,SWW,SIF018,SW01,,,,42%,2017/04/01,2025/10/01,No,0,,,,,
SI0969,SI0969,SWW HH Legacy Meas Sew RTS NSW - 43%,SWW,SIF018,SW01,,,,43%,2017/04/01,2025/10/01,No,0,,,,,
SI0970,SI0970,SWW HH Legacy Meas Sew RTS NSW - 44%,SWW,SIF018,SW01,,,,44%,2017/04/01,2025/10/01,No,0,,,,,
SI0971,SI0971,SWW HH Legacy Meas Sew RTS NSW - 45%,SWW,SIF018,SW01,,,,45%,2017/04/01,2025/10/01,No,0,,,,,
SI0972,SI0972,SWW HH Legacy Meas Sew RTS NSW - 46%,SWW,SIF018,SW01,,,,46%,2017/04/01,2025/10/01,No,0,,,,,
SI0973,SI0973,SWW HH Legacy Meas Sew RTS NSW - 47%,SWW,SIF018,SW01,,,,47%,2017/04/01,2025/10/01,No,0,,,,,
SI0974,SI0974,SWW HH Legacy Meas Sew RTS NSW - 48%,SWW,SIF018,SW01,,,,48%,2017/04/01,2025/10/01,No,0,,,,,
SI0975,SI0975,SWW HH Legacy Meas Sew RTS NSW - 49%,SWW,SIF018,SW01,,,,49%,2017/04/01,2025/10/01,No,0,,,,,
SI0976,SI0976,SWW HH Legacy Meas Sew RTS NSW - 50%,SWW,SIF018,SW01,,,,50%,2017/04/01,2025/10/01,No,0,,,,,
SI0977,SI0977,SWW HH Legacy Meas Sew RTS NSW - 51%,SWW,SIF018,SW01,,,,51%,2017/04/01,2025/10/01,No,0,,,,,
SI0978,SI0978,SWW HH Legacy Meas Sew RTS NSW - 52%,SWW,SIF018,SW01,,,,52%,2017/04/01,2025/10/01,No,0,,,,,
SI0979,SI0979,SWW HH Legacy Meas Sew RTS NSW - 53%,SWW,SIF018,SW01,,,,53%,2017/04/01,2025/10/01,No,0,,,,,
SI0980,SI0980,SWW HH Legacy Meas Sew RTS NSW - 54%,SWW,SIF018,SW01,,,,54%,2017/04/01,2025/10/01,No,0,,,,,
SI0981,SI0981,SWW HH Legacy Meas Sew RTS NSW - 55%,SWW,SIF018,SW01,,,,55%,2017/04/01,2025/10/01,No,0,,,,,
SI0982,SI0982,SWW HH Legacy Meas Sew RTS NSW - 56%,SWW,SIF018,SW01,,,,56%,2017/04/01,2025/10/01,No,0,,,,,
SI0983,SI0983,SWW HH Legacy Meas Sew RTS NSW - 57%,SWW,SIF018,SW01,,,,57%,2017/04/01,2025/10/01,No,0,,,,,
SI0984,SI0984,SWW HH Legacy Meas Sew RTS NSW - 58%,SWW,SIF018,SW01,,,,58%,2017/04/01,2025/10/01,No,0,,,,,
SI0985,SI0985,SWW HH Legacy Meas Sew RTS NSW - 59%,SWW,SIF018,SW01,,,,59%,2017/04/01,2025/10/01,No,0,,,,,
